Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,7894,8113.6,Left-Lateral-Ventricle,24.8628,12.6566,0.0000,72.0000,72.0000
2,5,297,359.7,Left-Inf-Lat-Vent,43.4916,13.4104,2.0000,76.0000,74.0000
3,7,14559,14975.9,Left-Cerebellum-White-Matter,83.8156,6.8999,14.0000,108.0000,94.0000
4,8,51336,51518.7,Left-Cerebellum-Cortex,58.2112,10.0353,13.0000,95.0000,82.0000
5,10,7746,7437.8,Left-Thalamus,82.2188,8.9963,37.0000,106.0000,69.0000
6,11,3692,3616.0,Left-Caudate,75.6517,7.5611,46.0000,103.0000,57.0000
7,12,4844,4644.8,Left-Putamen,81.9600,6.5283,62.0000,109.0000,47.0000
8,13,1830,1829.7,Left-Pallidum,97.5268,5.1301,67.0000,112.0000,45.0000
9,14,910,940.4,3rd-Ventricle,33.4824,13.8234,7.0000,68.0000,61.0000
10,15,2268,2373.9,4th-Ventricle,25.3131,10.6612,3.0000,66.0000,63.0000
11,16,20508,20603.2,Brain-Stem,80.4779,8.7352,32.0000,111.0000,79.0000
12,17,4369,4111.4,Left-Hippocampus,66.0661,8.2926,33.0000,94.0000,61.0000
13,18,1945,1936.6,Left-Amygdala,67.1085,6.8595,38.0000,93.0000,55.0000
14,24,1309,1266.7,CSF,44.9053,12.2043,12.0000,82.0000,70.0000
15,26,680,663.9,Left-Accumbens-area,71.3544,6.3238,45.0000,88.0000,43.0000
16,28,3799,3700.0,Left-VentralDC,88.3864,9.6924,43.0000,115.0000,72.0000
17,30,71,93.5,Left-vessel,58.2817,10.0884,34.0000,83.0000,49.0000
18,31,1302,1134.7,Left-choroid-plexus,49.7097,12.3860,15.0000,80.0000,65.0000
19,43,13693,13751.5,Right-Lateral-Ventricle,22.6448,11.8442,0.0000,79.0000,79.0000
20,44,217,241.7,Right-Inf-Lat-Vent,36.2166,12.8252,6.0000,66.0000,60.0000
21,46,13020,13552.0,Right-Cerebellum-White-Matter,81.8724,5.9230,39.0000,103.0000,64.0000
22,47,53830,54158.4,Right-Cerebellum-Cortex,58.4779,9.5975,20.0000,137.0000,117.0000
23,49,7674,7406.6,Right-Thalamus,80.7127,8.4897,34.0000,105.0000,71.0000
24,50,4027,3924.6,Right-Caudate,73.2851,8.1710,38.0000,100.0000,62.0000
25,51,5143,4897.0,Right-Putamen,80.2269,7.1672,58.0000,108.0000,50.0000
26,52,1763,1799.4,Right-Pallidum,95.6909,4.7489,70.0000,115.0000,45.0000
27,53,4283,4076.9,Right-Hippocampus,64.8912,7.8546,36.0000,92.0000,56.0000
28,54,1982,1951.4,Right-Amygdala,64.8179,6.3912,43.0000,85.0000,42.0000
29,58,727,693.6,Right-Accumbens-area,71.1609,6.0305,50.0000,92.0000,42.0000
30,60,3956,3783.8,Right-VentralDC,85.5409,10.6971,31.0000,120.0000,89.0000
31,62,52,80.1,Right-vessel,59.2500,7.6257,33.0000,74.0000,41.0000
32,63,1372,1224.9,Right-choroid-plexus,48.5503,11.7604,15.0000,82.0000,67.0000
33,72,6,4.5,5th-Ventricle,44.6667,8.1894,34.0000,52.0000,18.0000
34,77,1020,887.6,WM-hypointensities,69.7196,13.5924,28.0000,161.0000,133.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,23,22.3,non-WM-hypointensities,54.4348,8.6646,38.0000,70.0000,32.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,108,103.4,Optic-Chiasm,74.6204,17.7072,36.0000,109.0000,73.0000
41,251,1161,1100.8,CC_Posterior,96.8975,12.2355,26.0000,116.0000,90.0000
42,252,576,504.9,CC_Mid_Posterior,90.8472,18.2659,16.0000,112.0000,96.0000
43,253,498,450.0,CC_Central,94.3313,14.8576,44.0000,118.0000,74.0000
44,254,468,407.7,CC_Mid_Anterior,95.0705,17.4653,30.0000,117.0000,87.0000
45,255,1078,1025.1,CC_Anterior,104.9007,11.6556,54.0000,128.0000,74.0000
