Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,3136,3505.6,Left-Lateral-Ventricle,29.7618,12.6799,4.0000,73.0000,69.0000
2,5,262,309.1,Left-Inf-Lat-Vent,40.5420,14.3168,0.0000,74.0000,74.0000
3,7,14071,14829.6,Left-Cerebellum-White-Matter,81.7363,6.2637,35.0000,111.0000,76.0000
4,8,64330,64570.1,Left-Cerebellum-Cortex,58.0710,10.0393,15.0000,137.0000,122.0000
5,10,8333,8105.4,Left-Thalamus,81.7498,8.9310,42.0000,105.0000,63.0000
6,11,4054,3923.9,Left-Caudate,73.8572,7.5382,43.0000,104.0000,61.0000
7,12,5932,5816.0,Left-Putamen,79.7950,5.9654,55.0000,101.0000,46.0000
8,13,2241,2189.0,Left-Pallidum,91.3851,5.0035,65.0000,112.0000,47.0000
9,14,739,784.7,3rd-Ventricle,38.2124,14.2059,6.0000,76.0000,70.0000
10,15,2679,2742.1,4th-Ventricle,25.9798,10.5208,6.0000,65.0000,59.0000
11,16,19747,19919.1,Brain-Stem,78.8198,8.4659,30.0000,111.0000,81.0000
12,17,4449,4189.1,Left-Hippocampus,64.0793,8.5333,28.0000,92.0000,64.0000
13,18,1913,1853.4,Left-Amygdala,65.9827,7.9117,40.0000,90.0000,50.0000
14,24,1136,1151.3,CSF,45.9305,10.9452,15.0000,74.0000,59.0000
15,26,621,592.7,Left-Accumbens-area,71.4138,5.2238,53.0000,87.0000,34.0000
16,28,4051,3938.8,Left-VentralDC,85.7065,9.2465,43.0000,113.0000,70.0000
17,30,51,76.1,Left-vessel,57.3725,6.2513,43.0000,73.0000,30.0000
18,31,1328,1129.7,Left-choroid-plexus,49.5806,11.7314,15.0000,82.0000,67.0000
19,43,3311,3605.5,Right-Lateral-Ventricle,30.4799,13.3992,2.0000,74.0000,72.0000
20,44,540,565.5,Right-Inf-Lat-Vent,30.4611,11.9852,2.0000,66.0000,64.0000
21,46,12611,13421.0,Right-Cerebellum-White-Matter,81.1838,5.5510,42.0000,105.0000,63.0000
22,47,65830,66033.5,Right-Cerebellum-Cortex,58.9806,9.6176,13.0000,107.0000,94.0000
23,49,8330,8020.8,Right-Thalamus,80.4146,8.3826,38.0000,101.0000,63.0000
24,50,4111,3954.8,Right-Caudate,72.7825,7.9093,40.0000,95.0000,55.0000
25,51,6085,5875.9,Right-Putamen,78.2370,6.0390,47.0000,101.0000,54.0000
26,52,2037,1983.4,Right-Pallidum,91.0260,4.5963,74.0000,108.0000,34.0000
27,53,4632,4452.6,Right-Hippocampus,64.2500,7.9203,39.0000,94.0000,55.0000
28,54,2333,2252.6,Right-Amygdala,64.5919,7.7611,36.0000,85.0000,49.0000
29,58,808,754.1,Right-Accumbens-area,70.8168,5.9883,50.0000,89.0000,39.0000
30,60,4209,4044.7,Right-VentralDC,83.5348,9.7995,29.0000,112.0000,83.0000
31,62,59,79.4,Right-vessel,53.9492,9.1528,29.0000,68.0000,39.0000
32,63,1116,965.5,Right-choroid-plexus,51.0349,11.7456,18.0000,84.0000,66.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,986,863.0,WM-hypointensities,67.8377,12.1730,33.0000,100.0000,67.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,7,6.0,non-WM-hypointensities,64.7143,7.0879,54.0000,74.0000,20.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,210,191.8,Optic-Chiasm,77.8000,16.9790,27.0000,107.0000,80.0000
41,251,829,799.7,CC_Posterior,95.4306,8.7823,43.0000,109.0000,66.0000
42,252,485,438.9,CC_Mid_Posterior,88.5278,14.9642,22.0000,108.0000,86.0000
43,253,502,451.0,CC_Central,88.5159,15.0612,33.0000,115.0000,82.0000
44,254,427,396.9,CC_Mid_Anterior,93.0000,15.8820,34.0000,118.0000,84.0000
45,255,779,715.1,CC_Anterior,99.5866,15.2660,25.0000,127.0000,102.0000
