Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,5894,6082.7,Left-Lateral-Ventricle,27.5053,12.4474,7.0000,74.0000,67.0000
2,5,243,283.6,Left-Inf-Lat-Vent,40.9588,13.3719,5.0000,70.0000,65.0000
3,7,14690,15195.7,Left-Cerebellum-White-Matter,83.0464,6.1895,36.0000,104.0000,68.0000
4,8,57857,57991.6,Left-Cerebellum-Cortex,59.4505,9.6215,20.0000,117.0000,97.0000
5,10,7149,6917.9,Left-Thalamus,82.3350,8.2136,49.0000,102.0000,53.0000
6,11,3317,3280.2,Left-Caudate,73.1441,7.1105,43.0000,98.0000,55.0000
7,12,5231,5014.0,Left-Putamen,80.8755,6.7125,61.0000,103.0000,42.0000
8,13,1775,1796.6,Left-Pallidum,95.5724,4.5516,78.0000,118.0000,40.0000
9,14,913,906.7,3rd-Ventricle,37.0186,15.3212,2.0000,73.0000,71.0000
10,15,1229,1371.4,4th-Ventricle,32.5598,12.2006,6.0000,69.0000,63.0000
11,16,20964,20917.1,Brain-Stem,80.5698,9.3372,33.0000,158.0000,125.0000
12,17,4472,4266.6,Left-Hippocampus,66.4926,8.1987,36.0000,101.0000,65.0000
13,18,1873,1801.1,Left-Amygdala,66.7993,6.7692,42.0000,87.0000,45.0000
14,24,1152,1096.8,CSF,47.4922,13.5226,15.0000,98.0000,83.0000
15,26,635,617.0,Left-Accumbens-area,70.2929,5.5307,48.0000,83.0000,35.0000
16,28,4025,3913.7,Left-VentralDC,87.6504,10.7196,39.0000,146.0000,107.0000
17,30,68,90.8,Left-vessel,60.6618,7.9450,33.0000,78.0000,45.0000
18,31,1101,967.6,Left-choroid-plexus,51.7811,11.2033,16.0000,85.0000,69.0000
19,43,4307,4473.4,Right-Lateral-Ventricle,29.9361,13.7417,5.0000,79.0000,74.0000
20,44,104,129.1,Right-Inf-Lat-Vent,40.1442,11.5165,8.0000,64.0000,56.0000
21,46,14683,15141.9,Right-Cerebellum-White-Matter,82.7698,6.1669,27.0000,106.0000,79.0000
22,47,58550,58429.9,Right-Cerebellum-Cortex,60.9954,9.3478,23.0000,118.0000,95.0000
23,49,7464,7218.5,Right-Thalamus,82.7331,8.1942,43.0000,105.0000,62.0000
24,50,3477,3360.9,Right-Caudate,74.1222,7.6321,43.0000,100.0000,57.0000
25,51,5278,5047.2,Right-Putamen,80.4483,6.7029,57.0000,101.0000,44.0000
26,52,1690,1658.8,Right-Pallidum,94.1243,4.2329,74.0000,112.0000,38.0000
27,53,4794,4556.0,Right-Hippocampus,66.8830,7.6305,34.0000,95.0000,61.0000
28,54,1941,1876.0,Right-Amygdala,67.2555,7.0045,45.0000,90.0000,45.0000
29,58,677,636.1,Right-Accumbens-area,71.9247,6.4295,52.0000,95.0000,43.0000
30,60,3990,3830.3,Right-VentralDC,86.8564,10.5861,23.0000,118.0000,95.0000
31,62,27,43.2,Right-vessel,60.0000,5.7646,48.0000,68.0000,20.0000
32,63,1015,907.6,Right-choroid-plexus,50.9429,12.0435,19.0000,82.0000,63.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,760,658.9,WM-hypointensities,68.7737,11.3881,36.0000,95.0000,59.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,5,4.5,non-WM-hypointensities,69.0000,4.4721,63.0000,75.0000,12.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,92,86.7,Optic-Chiasm,73.1630,17.5551,29.0000,115.0000,86.0000
41,251,905,869.5,CC_Posterior,97.7436,10.0977,49.0000,115.0000,66.0000
42,252,662,605.0,CC_Mid_Posterior,91.1254,14.2528,32.0000,113.0000,81.0000
43,253,577,524.9,CC_Central,90.5061,14.8278,33.0000,114.0000,81.0000
44,254,799,713.2,CC_Mid_Anterior,94.4718,15.7369,38.0000,174.0000,136.0000
45,255,662,623.4,CC_Anterior,101.3882,21.4248,36.0000,175.0000,139.0000
