Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,13235,13347.3,Left-Lateral-Ventricle,21.7224,12.3346,0.0000,78.0000,78.0000
2,5,528,566.5,Left-Inf-Lat-Vent,34.6364,15.5197,4.0000,72.0000,68.0000
3,7,18020,18617.3,Left-Cerebellum-White-Matter,82.5281,6.3215,43.0000,105.0000,62.0000
4,8,56101,56005.2,Left-Cerebellum-Cortex,58.5191,10.1590,15.0000,112.0000,97.0000
5,10,9141,8865.3,Left-Thalamus,83.0475,9.0726,29.0000,106.0000,77.0000
6,11,4008,3883.6,Left-Caudate,74.1662,8.1758,43.0000,101.0000,58.0000
7,12,6319,6059.0,Left-Putamen,82.6441,7.3595,29.0000,107.0000,78.0000
8,13,2604,2659.6,Left-Pallidum,96.3134,4.7951,74.0000,112.0000,38.0000
9,14,1106,1126.2,3rd-Ventricle,32.7242,14.6763,7.0000,70.0000,63.0000
10,15,1797,1967.2,4th-Ventricle,25.8742,10.7325,4.0000,62.0000,58.0000
11,16,24441,24446.0,Brain-Stem,80.6696,9.0319,29.0000,115.0000,86.0000
12,17,4876,4580.6,Left-Hippocampus,64.8152,9.2249,24.0000,103.0000,79.0000
13,18,1962,1896.3,Left-Amygdala,67.7533,7.2153,33.0000,91.0000,58.0000
14,24,1630,1567.8,CSF,41.9491,14.5100,8.0000,96.0000,88.0000
15,26,712,697.9,Left-Accumbens-area,71.0744,6.0526,44.0000,87.0000,43.0000
16,28,5015,4895.6,Left-VentralDC,90.2568,10.0110,29.0000,120.0000,91.0000
17,30,71,94.4,Left-vessel,55.9296,9.9086,32.0000,75.0000,43.0000
18,31,1345,1135.7,Left-choroid-plexus,46.0045,12.6689,9.0000,79.0000,70.0000
19,43,9865,9950.3,Right-Lateral-Ventricle,23.9887,12.9845,0.0000,77.0000,77.0000
20,44,334,374.8,Right-Inf-Lat-Vent,33.7754,14.4037,4.0000,68.0000,64.0000
21,46,16844,17557.8,Right-Cerebellum-White-Matter,82.0516,5.5900,41.0000,101.0000,60.0000
22,47,57394,57218.9,Right-Cerebellum-Cortex,60.3486,9.8795,8.0000,92.0000,84.0000
23,49,9434,9176.6,Right-Thalamus,82.8401,8.5097,45.0000,104.0000,59.0000
24,50,4260,4090.9,Right-Caudate,73.5697,8.3698,39.0000,102.0000,63.0000
25,51,6537,6253.2,Right-Putamen,81.0794,7.2768,37.0000,103.0000,66.0000
26,52,2256,2234.0,Right-Pallidum,94.8191,4.9165,68.0000,109.0000,41.0000
27,53,5238,5014.3,Right-Hippocampus,65.1369,8.5618,31.0000,98.0000,67.0000
28,54,2286,2194.0,Right-Amygdala,67.0341,7.1258,41.0000,92.0000,51.0000
29,58,925,892.4,Right-Accumbens-area,71.2735,6.7607,40.0000,91.0000,51.0000
30,60,5189,5024.9,Right-VentralDC,89.4941,10.1837,23.0000,122.0000,99.0000
31,62,88,110.8,Right-vessel,53.7045,11.3838,18.0000,70.0000,52.0000
32,63,1616,1419.0,Right-choroid-plexus,47.8162,12.2041,12.0000,83.0000,71.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1371,1190.9,WM-hypointensities,71.4303,12.0772,31.0000,104.0000,73.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,32,25.9,non-WM-hypointensities,57.7188,10.9404,32.0000,75.0000,43.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,187,179.7,Optic-Chiasm,81.1123,20.2241,23.0000,116.0000,93.0000
41,251,1216,1166.8,CC_Posterior,93.8109,12.8185,25.0000,112.0000,87.0000
42,252,722,630.6,CC_Mid_Posterior,85.2701,17.2834,31.0000,112.0000,81.0000
43,253,645,557.3,CC_Central,89.6015,15.0899,14.0000,111.0000,97.0000
44,254,658,605.7,CC_Mid_Anterior,94.2295,13.3588,41.0000,112.0000,71.0000
45,255,1196,1125.0,CC_Anterior,98.8796,13.9414,29.0000,132.0000,103.0000
