Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,16353,16498.3,Left-Lateral-Ventricle,22.8516,11.0992,1.0000,77.0000,76.0000
2,5,489,524.5,Left-Inf-Lat-Vent,41.6810,14.3259,6.0000,74.0000,68.0000
3,7,19204,19675.0,Left-Cerebellum-White-Matter,82.3270,6.4104,36.0000,102.0000,66.0000
4,8,53519,53430.5,Left-Cerebellum-Cortex,60.5223,9.3259,18.0000,95.0000,77.0000
5,10,6829,6636.1,Left-Thalamus,83.6877,8.7104,47.0000,106.0000,59.0000
6,11,3439,3349.0,Left-Caudate,78.6688,8.4650,45.0000,105.0000,60.0000
7,12,5333,5236.7,Left-Putamen,86.5968,6.3255,62.0000,108.0000,46.0000
8,13,1939,1994.0,Left-Pallidum,99.4461,4.8619,75.0000,117.0000,42.0000
9,14,1888,1925.8,3rd-Ventricle,27.7023,11.7944,7.0000,72.0000,65.0000
10,15,1472,1620.9,4th-Ventricle,30.1379,11.9092,7.0000,68.0000,61.0000
11,16,22924,22910.3,Brain-Stem,80.3671,8.2866,29.0000,108.0000,79.0000
12,17,4055,3773.4,Left-Hippocampus,66.9743,8.8913,33.0000,101.0000,68.0000
13,18,1712,1712.5,Left-Amygdala,70.5783,6.9691,45.0000,92.0000,47.0000
14,24,1128,1023.6,CSF,41.9849,13.0832,7.0000,74.0000,67.0000
15,26,463,445.8,Left-Accumbens-area,74.9417,6.1815,44.0000,89.0000,45.0000
16,28,4336,4251.5,Left-VentralDC,88.6179,9.8250,40.0000,113.0000,73.0000
17,30,34,45.9,Left-vessel,58.9118,8.7986,37.0000,71.0000,34.0000
18,31,1540,1309.0,Left-choroid-plexus,47.5506,12.3662,17.0000,84.0000,67.0000
19,43,10479,10411.9,Right-Lateral-Ventricle,25.6420,12.9578,3.0000,77.0000,74.0000
20,44,364,399.5,Right-Inf-Lat-Vent,40.0824,13.5001,6.0000,74.0000,68.0000
21,46,17741,18173.6,Right-Cerebellum-White-Matter,82.0452,5.8163,40.0000,103.0000,63.0000
22,47,58974,58838.2,Right-Cerebellum-Cortex,61.7679,9.3172,19.0000,140.0000,121.0000
23,49,7230,7003.9,Right-Thalamus,82.4455,8.8300,40.0000,107.0000,67.0000
24,50,3809,3666.4,Right-Caudate,77.2972,8.6861,41.0000,99.0000,58.0000
25,51,5707,5479.2,Right-Putamen,84.3270,6.9299,50.0000,107.0000,57.0000
26,52,1676,1714.8,Right-Pallidum,98.5716,4.6501,82.0000,116.0000,34.0000
27,53,4503,4166.6,Right-Hippocampus,66.7688,8.4899,33.0000,96.0000,63.0000
28,54,1873,1835.3,Right-Amygdala,69.0331,7.1475,45.0000,97.0000,52.0000
29,58,548,512.9,Right-Accumbens-area,75.9124,5.6183,51.0000,93.0000,42.0000
30,60,4424,4288.6,Right-VentralDC,86.6896,10.0309,31.0000,111.0000,80.0000
31,62,87,111.7,Right-vessel,59.3103,10.1343,27.0000,80.0000,53.0000
32,63,1414,1358.3,Right-choroid-plexus,49.9887,11.4112,19.0000,81.0000,62.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1496,1355.0,WM-hypointensities,71.4205,11.5473,18.0000,106.0000,88.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,31,26.4,non-WM-hypointensities,65.5484,9.8483,42.0000,81.0000,39.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,215,221.9,Optic-Chiasm,78.5721,17.3093,38.0000,109.0000,71.0000
41,251,910,851.4,CC_Posterior,96.1033,11.7235,31.0000,112.0000,81.0000
42,252,505,445.2,CC_Mid_Posterior,89.9842,16.2710,41.0000,113.0000,72.0000
43,253,453,415.0,CC_Central,94.1060,16.6355,41.0000,116.0000,75.0000
44,254,449,409.1,CC_Mid_Anterior,97.7127,16.4480,42.0000,123.0000,81.0000
45,255,903,862.3,CC_Anterior,101.8704,14.2248,39.0000,124.0000,85.0000
