Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,6454,6662.2,Left-Lateral-Ventricle,28.4583,12.7396,2.0000,75.0000,73.0000
2,5,207,240.8,Left-Inf-Lat-Vent,41.0048,12.5820,7.0000,72.0000,65.0000
3,7,14292,14930.5,Left-Cerebellum-White-Matter,84.4762,6.4716,40.0000,106.0000,66.0000
4,8,53135,52927.2,Left-Cerebellum-Cortex,59.1720,10.3060,14.0000,92.0000,78.0000
5,10,6980,6795.0,Left-Thalamus,83.7938,8.2726,40.0000,104.0000,64.0000
6,11,3820,3718.2,Left-Caudate,75.7516,7.6859,47.0000,98.0000,51.0000
7,12,5195,5038.2,Left-Putamen,82.8720,6.2585,58.0000,101.0000,43.0000
8,13,1991,2003.9,Left-Pallidum,96.3882,4.6140,72.0000,115.0000,43.0000
9,14,1017,1007.1,3rd-Ventricle,36.8623,14.2716,8.0000,76.0000,68.0000
10,15,2047,2116.1,4th-Ventricle,30.0972,10.9492,10.0000,68.0000,58.0000
11,16,19567,19616.7,Brain-Stem,80.9271,8.5349,29.0000,113.0000,84.0000
12,17,4335,4147.2,Left-Hippocampus,67.7719,8.4894,37.0000,100.0000,63.0000
13,18,1772,1772.0,Left-Amygdala,70.5807,6.3488,49.0000,93.0000,44.0000
14,24,1169,1087.2,CSF,45.3216,13.7035,13.0000,97.0000,84.0000
15,26,669,666.3,Left-Accumbens-area,71.5381,5.2344,48.0000,87.0000,39.0000
16,28,3826,3704.4,Left-VentralDC,88.0748,9.7598,32.0000,115.0000,83.0000
17,30,127,152.6,Left-vessel,57.2126,11.5289,22.0000,78.0000,56.0000
18,31,1095,949.2,Left-choroid-plexus,47.1836,12.2331,14.0000,79.0000,65.0000
19,43,5314,5480.0,Right-Lateral-Ventricle,30.3267,13.5585,7.0000,79.0000,72.0000
20,44,168,195.9,Right-Inf-Lat-Vent,37.8690,13.1156,2.0000,72.0000,70.0000
21,46,13111,13791.4,Right-Cerebellum-White-Matter,82.9211,5.7289,36.0000,100.0000,64.0000
22,47,54449,54376.8,Right-Cerebellum-Cortex,59.1313,9.9041,15.0000,95.0000,80.0000
23,49,7136,6875.6,Right-Thalamus,82.8557,8.2366,42.0000,101.0000,59.0000
24,50,4176,4037.2,Right-Caudate,75.4962,7.9679,45.0000,101.0000,56.0000
25,51,5423,5148.5,Right-Putamen,81.5580,6.9489,51.0000,104.0000,53.0000
26,52,2089,2089.9,Right-Pallidum,94.5060,4.7927,56.0000,112.0000,56.0000
27,53,4765,4561.8,Right-Hippocampus,67.3402,8.0803,25.0000,99.0000,74.0000
28,54,1938,1947.1,Right-Amygdala,67.6145,6.6112,46.0000,87.0000,41.0000
29,58,925,905.9,Right-Accumbens-area,71.5686,6.4273,53.0000,98.0000,45.0000
30,60,4115,3946.0,Right-VentralDC,86.1030,10.1031,34.0000,116.0000,82.0000
31,62,102,139.1,Right-vessel,56.2353,10.2948,23.0000,76.0000,53.0000
32,63,1035,890.2,Right-choroid-plexus,51.2647,12.1101,22.0000,82.0000,60.0000
33,72,6,6.6,5th-Ventricle,31.6667,7.2019,22.0000,42.0000,20.0000
34,77,1566,1469.7,WM-hypointensities,70.2101,10.6042,32.0000,95.0000,63.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,14,11.9,non-WM-hypointensities,60.7143,9.3597,44.0000,74.0000,30.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,209,206.8,Optic-Chiasm,75.7321,17.3298,27.0000,110.0000,83.0000
41,251,953,909.7,CC_Posterior,95.0944,13.5182,41.0000,112.0000,71.0000
42,252,514,454.4,CC_Mid_Posterior,88.9961,14.6087,44.0000,109.0000,65.0000
43,253,598,540.8,CC_Central,87.4080,15.3232,33.0000,112.0000,79.0000
44,254,513,478.5,CC_Mid_Anterior,94.5380,12.8283,45.0000,112.0000,67.0000
45,255,787,751.8,CC_Anterior,100.2948,11.9446,18.0000,124.0000,106.0000
