Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,8251,8478.5,Left-Lateral-Ventricle,26.6788,11.6176,4.0000,74.0000,70.0000
2,5,214,238.0,Left-Inf-Lat-Vent,42.8037,12.0842,17.0000,76.0000,59.0000
3,7,17373,17768.6,Left-Cerebellum-White-Matter,82.7390,6.6183,38.0000,108.0000,70.0000
4,8,63050,63115.2,Left-Cerebellum-Cortex,61.3668,8.9869,17.0000,100.0000,83.0000
5,10,8460,8205.0,Left-Thalamus,81.7236,8.3062,45.0000,104.0000,59.0000
6,11,4617,4510.0,Left-Caudate,72.6617,7.2817,46.0000,98.0000,52.0000
7,12,5849,5606.0,Left-Putamen,79.6712,5.6642,54.0000,103.0000,49.0000
8,13,2013,2035.3,Left-Pallidum,94.4247,4.0553,77.0000,117.0000,40.0000
9,14,735,784.1,3rd-Ventricle,39.9551,12.4649,8.0000,68.0000,60.0000
10,15,1083,1249.4,4th-Ventricle,30.7267,10.6856,10.0000,63.0000,53.0000
11,16,22474,22354.3,Brain-Stem,80.8239,8.9856,28.0000,115.0000,87.0000
12,17,4786,4541.8,Left-Hippocampus,67.6285,7.9827,31.0000,100.0000,69.0000
13,18,1777,1743.7,Left-Amygdala,68.4727,6.3933,42.0000,88.0000,46.0000
14,24,1210,1202.0,CSF,48.7331,12.4295,17.0000,82.0000,65.0000
15,26,799,799.4,Left-Accumbens-area,70.0100,5.8001,45.0000,83.0000,38.0000
16,28,4174,3987.8,Left-VentralDC,87.3153,9.5406,36.0000,115.0000,79.0000
17,30,8,17.0,Left-vessel,67.0000,9.1807,54.0000,82.0000,28.0000
18,31,1085,917.5,Left-choroid-plexus,50.2940,11.9023,20.0000,81.0000,61.0000
19,43,7973,8009.7,Right-Lateral-Ventricle,28.2384,13.2166,5.0000,81.0000,76.0000
20,44,245,273.8,Right-Inf-Lat-Vent,35.6980,12.7870,10.0000,71.0000,61.0000
21,46,16256,16554.1,Right-Cerebellum-White-Matter,81.5930,6.2284,35.0000,112.0000,77.0000
22,47,61920,62175.0,Right-Cerebellum-Cortex,60.5607,8.7624,15.0000,91.0000,76.0000
23,49,8445,8216.1,Right-Thalamus,80.7853,8.3842,44.0000,101.0000,57.0000
24,50,4707,4554.2,Right-Caudate,72.2390,7.3413,43.0000,100.0000,57.0000
25,51,6319,6006.0,Right-Putamen,78.4015,6.2003,53.0000,103.0000,50.0000
26,52,1825,1866.5,Right-Pallidum,93.4504,3.8985,78.0000,105.0000,27.0000
27,53,4987,4664.4,Right-Hippocampus,66.7471,7.5119,39.0000,93.0000,54.0000
28,54,1878,1805.0,Right-Amygdala,65.8749,6.7633,39.0000,87.0000,48.0000
29,58,991,931.8,Right-Accumbens-area,70.1150,5.9687,52.0000,94.0000,42.0000
30,60,4398,4132.8,Right-VentralDC,85.6853,9.9590,39.0000,115.0000,76.0000
31,62,19,37.5,Right-vessel,59.5789,5.2208,51.0000,69.0000,18.0000
32,63,1036,860.2,Right-choroid-plexus,51.6448,12.3395,18.0000,80.0000,62.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,758,659.7,WM-hypointensities,70.9380,10.1385,43.0000,97.0000,54.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,19,19.1,non-WM-hypointensities,62.5263,4.7301,54.0000,69.0000,15.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,52,49.4,Optic-Chiasm,74.3654,14.8086,44.0000,105.0000,61.0000
41,251,1142,1127.9,CC_Posterior,98.0070,8.8433,36.0000,112.0000,76.0000
42,252,730,668.8,CC_Mid_Posterior,89.4411,15.4449,25.0000,114.0000,89.0000
43,253,501,452.2,CC_Central,91.0080,13.0891,44.0000,111.0000,67.0000
44,254,648,565.4,CC_Mid_Anterior,90.9769,13.0131,43.0000,111.0000,68.0000
45,255,977,919.9,CC_Anterior,97.7687,13.0816,37.0000,163.0000,126.0000
