Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,3017,3279.4,Left-Lateral-Ventricle,31.9983,13.1066,6.0000,74.0000,68.0000
2,5,149,195.0,Left-Inf-Lat-Vent,41.0201,13.9664,5.0000,75.0000,70.0000
3,7,13452,14051.2,Left-Cerebellum-White-Matter,83.5010,6.3850,35.0000,114.0000,79.0000
4,8,55189,55207.7,Left-Cerebellum-Cortex,59.7308,9.8206,17.0000,97.0000,80.0000
5,10,8361,8071.9,Left-Thalamus,80.4867,8.3738,46.0000,104.0000,58.0000
6,11,3687,3587.6,Left-Caudate,74.6650,7.1299,48.0000,98.0000,50.0000
7,12,6278,6104.7,Left-Putamen,80.1461,5.5535,60.0000,104.0000,44.0000
8,13,2086,2053.9,Left-Pallidum,90.7435,4.6104,71.0000,109.0000,38.0000
9,14,782,815.3,3rd-Ventricle,37.3772,15.1837,1.0000,74.0000,73.0000
10,15,1222,1353.0,4th-Ventricle,28.4836,11.7579,8.0000,64.0000,56.0000
11,16,19108,19079.5,Brain-Stem,80.4879,9.4806,33.0000,165.0000,132.0000
12,17,4853,4615.3,Left-Hippocampus,65.1383,8.2952,34.0000,96.0000,62.0000
13,18,1736,1700.4,Left-Amygdala,67.2938,6.5409,44.0000,88.0000,44.0000
14,24,1080,1057.7,CSF,46.4537,11.0495,16.0000,73.0000,57.0000
15,26,730,701.1,Left-Accumbens-area,71.2137,5.8084,47.0000,88.0000,41.0000
16,28,4124,4020.0,Left-VentralDC,86.7939,9.9089,40.0000,124.0000,84.0000
17,30,74,84.1,Left-vessel,60.6351,8.3823,41.0000,78.0000,37.0000
18,31,898,756.3,Left-choroid-plexus,52.5445,12.2400,15.0000,82.0000,67.0000
19,43,3572,3776.2,Right-Lateral-Ventricle,29.8351,13.8456,0.0000,78.0000,78.0000
20,44,246,269.4,Right-Inf-Lat-Vent,34.5406,12.7358,9.0000,69.0000,60.0000
21,46,12501,13204.5,Right-Cerebellum-White-Matter,80.8796,5.7993,21.0000,104.0000,83.0000
22,47,58078,58214.7,Right-Cerebellum-Cortex,58.4721,9.4973,16.0000,103.0000,87.0000
23,49,8514,8150.3,Right-Thalamus,79.4908,8.6359,37.0000,101.0000,64.0000
24,50,3889,3692.6,Right-Caudate,75.3063,7.7872,26.0000,98.0000,72.0000
25,51,6691,6407.2,Right-Putamen,79.6847,6.3425,60.0000,102.0000,42.0000
26,52,2141,2096.6,Right-Pallidum,90.5413,5.0772,55.0000,105.0000,50.0000
27,53,5194,4894.2,Right-Hippocampus,64.9940,8.5692,34.0000,96.0000,62.0000
28,54,2093,2020.8,Right-Amygdala,65.7181,7.4399,28.0000,95.0000,67.0000
29,58,912,842.3,Right-Accumbens-area,71.4846,6.4143,52.0000,95.0000,43.0000
30,60,4774,4614.0,Right-VentralDC,85.5838,11.6488,32.0000,179.0000,147.0000
31,62,68,77.1,Right-vessel,56.4118,10.0212,20.0000,69.0000,49.0000
32,63,1096,940.6,Right-choroid-plexus,51.0703,12.9138,15.0000,84.0000,69.0000
33,72,4,3.6,5th-Ventricle,62.2500,3.7749,58.0000,67.0000,9.0000
34,77,804,727.6,WM-hypointensities,70.7873,9.7886,39.0000,96.0000,57.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,6,5.1,non-WM-hypointensities,57.5000,5.8224,49.0000,65.0000,16.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,129,123.3,Optic-Chiasm,75.0853,16.4540,40.0000,110.0000,70.0000
41,251,928,890.3,CC_Posterior,95.9170,13.9696,39.0000,115.0000,76.0000
42,252,606,536.0,CC_Mid_Posterior,90.1881,15.4206,22.0000,111.0000,89.0000
43,253,573,537.8,CC_Central,92.5445,12.0836,38.0000,112.0000,74.0000
44,254,641,551.8,CC_Mid_Anterior,92.2605,13.8736,44.0000,118.0000,74.0000
45,255,924,895.5,CC_Anterior,103.5076,17.0532,41.0000,166.0000,125.0000
