Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,10836,11035.0,Left-Lateral-Ventricle,23.9140,11.1786,4.0000,78.0000,74.0000
2,5,139,158.1,Left-Inf-Lat-Vent,45.0216,14.2800,8.0000,71.0000,63.0000
3,7,17471,18090.6,Left-Cerebellum-White-Matter,82.6776,6.3270,34.0000,106.0000,72.0000
4,8,58609,58339.9,Left-Cerebellum-Cortex,59.2691,9.9140,14.0000,118.0000,104.0000
5,10,8882,8581.8,Left-Thalamus,82.8325,8.7754,38.0000,108.0000,70.0000
6,11,4092,3981.7,Left-Caudate,72.0772,8.1430,39.0000,98.0000,59.0000
7,12,5989,5758.7,Left-Putamen,80.7043,6.6779,48.0000,103.0000,55.0000
8,13,2169,2171.1,Left-Pallidum,95.4730,4.7574,68.0000,117.0000,49.0000
9,14,1226,1295.2,3rd-Ventricle,31.0514,12.6609,2.0000,71.0000,69.0000
10,15,1866,2002.7,4th-Ventricle,27.3162,10.8471,9.0000,63.0000,54.0000
11,16,25267,25365.2,Brain-Stem,79.7807,8.8433,31.0000,110.0000,79.0000
12,17,5364,5149.2,Left-Hippocampus,65.8643,8.1959,33.0000,103.0000,70.0000
13,18,1866,1835.9,Left-Amygdala,67.6050,6.7310,45.0000,89.0000,44.0000
14,24,1427,1362.0,CSF,41.7989,13.4374,11.0000,76.0000,65.0000
15,26,637,611.5,Left-Accumbens-area,69.5651,5.8486,37.0000,85.0000,48.0000
16,28,4802,4671.1,Left-VentralDC,88.6745,9.8163,34.0000,115.0000,81.0000
17,30,122,154.2,Left-vessel,60.0082,9.1349,37.0000,86.0000,49.0000
18,31,1650,1507.7,Left-choroid-plexus,47.4012,11.8457,14.0000,86.0000,72.0000
19,43,15122,15309.8,Right-Lateral-Ventricle,22.7190,10.8477,0.0000,78.0000,78.0000
20,44,180,206.1,Right-Inf-Lat-Vent,36.6389,12.9204,4.0000,63.0000,59.0000
21,46,16528,17182.0,Right-Cerebellum-White-Matter,81.3005,5.7768,40.0000,104.0000,64.0000
22,47,58907,58869.4,Right-Cerebellum-Cortex,58.9331,9.5092,17.0000,89.0000,72.0000
23,49,8538,8294.2,Right-Thalamus,81.8837,8.5652,42.0000,104.0000,62.0000
24,50,4245,4133.4,Right-Caudate,71.7385,8.3336,38.0000,94.0000,56.0000
25,51,6310,6064.8,Right-Putamen,78.8582,6.8620,53.0000,104.0000,51.0000
26,52,2260,2272.5,Right-Pallidum,94.9668,5.0853,71.0000,118.0000,47.0000
27,53,5405,5144.1,Right-Hippocampus,64.5645,8.1323,32.0000,96.0000,64.0000
28,54,2085,2090.0,Right-Amygdala,65.8811,6.7539,44.0000,86.0000,42.0000
29,58,785,725.4,Right-Accumbens-area,70.8497,6.3794,48.0000,91.0000,43.0000
30,60,5058,4840.3,Right-VentralDC,86.7944,10.4928,34.0000,116.0000,82.0000
31,62,53,71.4,Right-vessel,57.9245,8.3455,37.0000,71.0000,34.0000
32,63,1541,1326.0,Right-choroid-plexus,48.1129,12.4307,19.0000,83.0000,64.0000
33,72,2,2.0,5th-Ventricle,44.5000,0.7071,44.0000,45.0000,1.0000
34,77,1384,1168.6,WM-hypointensities,68.3829,13.2534,8.0000,101.0000,93.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,17,16.2,non-WM-hypointensities,57.4706,9.7347,43.0000,73.0000,30.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,277,301.0,Optic-Chiasm,77.3069,17.4178,28.0000,108.0000,80.0000
41,251,1215,1183.6,CC_Posterior,97.2691,10.2646,32.0000,114.0000,82.0000
42,252,626,548.6,CC_Mid_Posterior,89.9249,15.7474,22.0000,112.0000,90.0000
43,253,553,515.0,CC_Central,93.2984,13.7003,44.0000,114.0000,70.0000
44,254,572,526.6,CC_Mid_Anterior,95.6311,15.5962,42.0000,117.0000,75.0000
45,255,1228,1168.0,CC_Anterior,100.6531,13.4647,39.0000,123.0000,84.0000
