Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,4449,4694.8,Left-Lateral-Ventricle,28.8463,13.1170,3.0000,74.0000,71.0000
2,5,167,205.5,Left-Inf-Lat-Vent,45.1497,11.7071,16.0000,75.0000,59.0000
3,7,15385,16069.2,Left-Cerebellum-White-Matter,84.2775,6.8174,36.0000,105.0000,69.0000
4,8,60144,60035.7,Left-Cerebellum-Cortex,58.0907,10.1709,16.0000,118.0000,102.0000
5,10,7948,7676.8,Left-Thalamus,80.5515,9.2237,40.0000,103.0000,63.0000
6,11,3240,3108.5,Left-Caudate,73.1392,7.8944,44.0000,101.0000,57.0000
7,12,6022,5802.7,Left-Putamen,80.6989,6.5001,55.0000,107.0000,52.0000
8,13,1948,1954.4,Left-Pallidum,94.1976,4.4867,68.0000,109.0000,41.0000
9,14,693,714.6,3rd-Ventricle,41.6436,14.4444,7.0000,74.0000,67.0000
10,15,2960,3068.3,4th-Ventricle,24.9919,10.5427,3.0000,61.0000,58.0000
11,16,18813,18809.9,Brain-Stem,80.5826,8.9107,29.0000,114.0000,85.0000
12,17,4074,3876.1,Left-Hippocampus,66.5042,8.4389,37.0000,102.0000,65.0000
13,18,1817,1732.1,Left-Amygdala,65.6076,7.3086,42.0000,89.0000,47.0000
14,24,961,915.0,CSF,45.8314,13.5215,9.0000,86.0000,77.0000
15,26,819,800.2,Left-Accumbens-area,68.3285,5.9302,42.0000,84.0000,42.0000
16,28,3959,3889.3,Left-VentralDC,87.4592,9.5942,34.0000,116.0000,82.0000
17,30,60,71.9,Left-vessel,55.3333,10.6320,27.0000,75.0000,48.0000
18,31,949,817.6,Left-choroid-plexus,51.1307,12.7445,19.0000,81.0000,62.0000
19,43,5371,5561.7,Right-Lateral-Ventricle,28.0452,13.2312,1.0000,79.0000,78.0000
20,44,252,276.6,Right-Inf-Lat-Vent,32.1984,13.0185,5.0000,67.0000,62.0000
21,46,14188,14779.7,Right-Cerebellum-White-Matter,82.0044,6.1655,40.0000,103.0000,63.0000
22,47,59933,59833.4,Right-Cerebellum-Cortex,57.7475,9.4738,21.0000,105.0000,84.0000
23,49,7808,7591.8,Right-Thalamus,80.1185,8.5324,38.0000,101.0000,63.0000
24,50,3509,3332.4,Right-Caudate,71.9547,8.1574,36.0000,97.0000,61.0000
25,51,6335,6075.1,Right-Putamen,78.8033,6.6997,55.0000,100.0000,45.0000
26,52,1988,1945.4,Right-Pallidum,91.8300,4.5300,65.0000,106.0000,41.0000
27,53,4115,3912.1,Right-Hippocampus,64.5181,7.7517,39.0000,95.0000,56.0000
28,54,1898,1817.1,Right-Amygdala,63.1491,7.4647,27.0000,88.0000,61.0000
29,58,827,756.8,Right-Accumbens-area,68.2225,6.3567,46.0000,91.0000,45.0000
30,60,4342,4207.0,Right-VentralDC,85.2492,9.9236,41.0000,114.0000,73.0000
31,62,82,98.8,Right-vessel,56.5854,8.4968,32.0000,73.0000,41.0000
32,63,950,828.9,Right-choroid-plexus,51.0937,12.7332,16.0000,86.0000,70.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,777,661.0,WM-hypointensities,69.3037,11.7456,34.0000,101.0000,67.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,4,6.5,non-WM-hypointensities,61.2500,7.4106,52.0000,69.0000,17.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,157,135.9,Optic-Chiasm,69.9936,17.1951,38.0000,107.0000,69.0000
41,251,1105,1071.0,CC_Posterior,96.3367,9.7942,40.0000,113.0000,73.0000
42,252,643,592.9,CC_Mid_Posterior,91.1244,14.6497,42.0000,113.0000,71.0000
43,253,550,498.2,CC_Central,93.1727,13.7431,44.0000,111.0000,67.0000
44,254,663,585.1,CC_Mid_Anterior,95.2640,13.7708,19.0000,116.0000,97.0000
45,255,780,766.8,CC_Anterior,105.3141,9.9999,44.0000,141.0000,97.0000
