Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,13450,13665.4,Left-Lateral-Ventricle,24.5227,10.5981,2.0000,73.0000,71.0000
2,5,284,313.3,Left-Inf-Lat-Vent,40.0634,14.2527,7.0000,72.0000,65.0000
3,7,15284,15885.5,Left-Cerebellum-White-Matter,82.3457,6.6724,35.0000,104.0000,69.0000
4,8,47320,47092.7,Left-Cerebellum-Cortex,57.1650,9.9938,16.0000,111.0000,95.0000
5,10,7428,7205.8,Left-Thalamus,83.4692,9.1148,22.0000,121.0000,99.0000
6,11,3370,3273.0,Left-Caudate,76.0964,8.0133,48.0000,97.0000,49.0000
7,12,5467,5259.0,Left-Putamen,84.0660,6.1730,63.0000,103.0000,40.0000
8,13,2079,2088.6,Left-Pallidum,96.7691,4.5079,80.0000,115.0000,35.0000
9,14,1501,1551.5,3rd-Ventricle,29.6736,11.9392,8.0000,67.0000,59.0000
10,15,1808,1946.2,4th-Ventricle,28.2583,11.2685,9.0000,65.0000,56.0000
11,16,21594,21549.5,Brain-Stem,81.5812,8.6294,31.0000,146.0000,115.0000
12,17,4549,4306.1,Left-Hippocampus,66.3075,8.7007,38.0000,147.0000,109.0000
13,18,1751,1726.7,Left-Amygdala,67.4757,6.6557,36.0000,85.0000,49.0000
14,24,1868,1788.3,CSF,38.3806,12.8908,10.0000,77.0000,67.0000
15,26,680,685.3,Left-Accumbens-area,71.8382,5.6347,50.0000,89.0000,39.0000
16,28,4436,4307.2,Left-VentralDC,89.8386,14.8427,44.0000,214.0000,170.0000
17,30,24,39.2,Left-vessel,56.1250,10.7393,27.0000,68.0000,41.0000
18,31,1111,907.3,Left-choroid-plexus,50.2889,13.1123,21.0000,82.0000,61.0000
19,43,11624,11719.4,Right-Lateral-Ventricle,25.3481,11.2497,1.0000,83.0000,82.0000
20,44,184,207.3,Right-Inf-Lat-Vent,34.0761,14.0434,7.0000,71.0000,64.0000
21,46,14407,15126.7,Right-Cerebellum-White-Matter,81.9082,5.9462,38.0000,106.0000,68.0000
22,47,50448,50155.8,Right-Cerebellum-Cortex,57.5408,9.9970,13.0000,97.0000,84.0000
23,49,7653,7398.3,Right-Thalamus,83.5398,8.6996,43.0000,104.0000,61.0000
24,50,3586,3433.8,Right-Caudate,76.1286,8.3142,44.0000,101.0000,57.0000
25,51,5226,4999.7,Right-Putamen,82.9411,6.3820,61.0000,104.0000,43.0000
26,52,1987,1979.1,Right-Pallidum,96.6754,4.2064,74.0000,114.0000,40.0000
27,53,4543,4335.6,Right-Hippocampus,66.2168,8.0981,29.0000,98.0000,69.0000
28,54,1935,1885.7,Right-Amygdala,66.7685,6.7511,41.0000,88.0000,47.0000
29,58,757,730.5,Right-Accumbens-area,72.8653,6.2217,53.0000,95.0000,42.0000
30,60,4518,4335.8,Right-VentralDC,87.8455,12.1118,31.0000,189.0000,158.0000
31,62,51,65.0,Right-vessel,55.7059,9.6505,32.0000,71.0000,39.0000
32,63,913,770.7,Right-choroid-plexus,50.0175,11.6913,18.0000,80.0000,62.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,799,634.3,WM-hypointensities,69.6971,11.0194,42.0000,114.0000,72.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,7,6.9,non-WM-hypointensities,58.2857,9.0869,48.0000,69.0000,21.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,170,159.9,Optic-Chiasm,79.9412,19.1965,24.0000,113.0000,89.0000
41,251,1112,1091.7,CC_Posterior,96.7950,9.3099,43.0000,112.0000,69.0000
42,252,673,624.3,CC_Mid_Posterior,92.5290,16.6288,26.0000,114.0000,88.0000
43,253,636,580.2,CC_Central,92.7500,15.8364,43.0000,121.0000,78.0000
44,254,852,775.1,CC_Mid_Anterior,95.2747,16.0112,43.0000,149.0000,106.0000
45,255,1059,1019.5,CC_Anterior,106.4514,17.1373,38.0000,170.0000,132.0000
