Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,12890,13076.6,Left-Lateral-Ventricle,23.3818,11.6635,2.0000,72.0000,70.0000
2,5,550,596.7,Left-Inf-Lat-Vent,35.1345,14.8743,5.0000,73.0000,68.0000
3,7,18127,18769.7,Left-Cerebellum-White-Matter,82.1813,6.2490,36.0000,100.0000,64.0000
4,8,56472,56274.5,Left-Cerebellum-Cortex,58.8562,9.9883,15.0000,132.0000,117.0000
5,10,9263,8957.9,Left-Thalamus,83.4491,9.0441,31.0000,108.0000,77.0000
6,11,4012,3891.5,Left-Caudate,74.9975,8.2240,43.0000,101.0000,58.0000
7,12,6362,6119.7,Left-Putamen,83.2788,7.2038,30.0000,111.0000,81.0000
8,13,2538,2570.4,Left-Pallidum,96.4003,4.6134,76.0000,115.0000,39.0000
9,14,1060,1089.7,3rd-Ventricle,33.9547,13.8610,8.0000,70.0000,62.0000
10,15,1755,1943.5,4th-Ventricle,27.0245,10.2022,3.0000,60.0000,57.0000
11,16,24673,24660.1,Brain-Stem,81.2203,8.8218,33.0000,114.0000,81.0000
12,17,4828,4546.2,Left-Hippocampus,65.2409,9.1060,24.0000,103.0000,79.0000
13,18,2015,1953.0,Left-Amygdala,67.8814,6.8155,37.0000,92.0000,55.0000
14,24,1613,1603.5,CSF,43.1066,14.1972,12.0000,104.0000,92.0000
15,26,744,718.5,Left-Accumbens-area,72.3871,5.4955,53.0000,90.0000,37.0000
16,28,5018,4900.6,Left-VentralDC,90.5787,9.7521,31.0000,119.0000,88.0000
17,30,55,73.6,Left-vessel,55.4364,10.1302,35.0000,74.0000,39.0000
18,31,1394,1193.0,Left-choroid-plexus,46.4613,12.2785,14.0000,81.0000,67.0000
19,43,9708,9833.4,Right-Lateral-Ventricle,25.4309,12.6043,0.0000,77.0000,77.0000
20,44,306,338.3,Right-Inf-Lat-Vent,33.3399,14.3512,5.0000,73.0000,68.0000
21,46,17659,18177.3,Right-Cerebellum-White-Matter,82.7527,5.7752,42.0000,101.0000,59.0000
22,47,57455,57464.7,Right-Cerebellum-Cortex,60.9990,9.8499,5.0000,92.0000,87.0000
23,49,9255,8969.4,Right-Thalamus,83.5440,8.3773,46.0000,109.0000,63.0000
24,50,4248,4074.3,Right-Caudate,74.7526,8.4410,42.0000,97.0000,55.0000
25,51,6453,6217.9,Right-Putamen,82.0848,7.0723,46.0000,103.0000,57.0000
26,52,2293,2280.4,Right-Pallidum,95.5600,4.7859,78.0000,113.0000,35.0000
27,53,5236,5007.8,Right-Hippocampus,65.8434,8.3027,34.0000,96.0000,62.0000
28,54,2222,2147.7,Right-Amygdala,66.9478,7.2026,35.0000,90.0000,55.0000
29,58,865,828.3,Right-Accumbens-area,72.8867,6.4438,48.0000,98.0000,50.0000
30,60,5220,5079.2,Right-VentralDC,89.6483,10.2649,32.0000,120.0000,88.0000
31,62,81,96.7,Right-vessel,54.4568,11.3391,22.0000,74.0000,52.0000
32,63,1631,1451.7,Right-choroid-plexus,48.2324,12.1242,12.0000,95.0000,83.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1387,1170.9,WM-hypointensities,71.2545,12.2947,36.0000,96.0000,60.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,29,25.0,non-WM-hypointensities,62.9310,8.4597,47.0000,75.0000,28.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,218,211.2,Optic-Chiasm,81.6101,19.9868,29.0000,117.0000,88.0000
41,251,1210,1182.0,CC_Posterior,94.3554,12.0032,26.0000,112.0000,86.0000
42,252,727,647.8,CC_Mid_Posterior,85.5227,17.0441,34.0000,109.0000,75.0000
43,253,647,572.3,CC_Central,91.1484,15.0087,28.0000,111.0000,83.0000
44,254,654,614.1,CC_Mid_Anterior,95.2477,12.3254,44.0000,113.0000,69.0000
45,255,1183,1123.9,CC_Anterior,98.4649,14.4480,27.0000,140.0000,113.0000
