Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,5301,5539.4,Left-Lateral-Ventricle,30.1055,13.3774,4.0000,80.0000,76.0000
2,5,326,365.8,Left-Inf-Lat-Vent,41.6043,11.8996,15.0000,72.0000,57.0000
3,7,13870,14296.9,Left-Cerebellum-White-Matter,82.4937,6.7728,36.0000,106.0000,70.0000
4,8,55617,55704.5,Left-Cerebellum-Cortex,59.3516,9.7359,13.0000,89.0000,76.0000
5,10,7080,6839.7,Left-Thalamus,82.8448,8.6365,48.0000,105.0000,57.0000
6,11,4241,4182.1,Left-Caudate,74.1502,7.1095,42.0000,96.0000,54.0000
7,12,5518,5363.8,Left-Putamen,80.6229,5.5084,60.0000,102.0000,42.0000
8,13,2195,2137.9,Left-Pallidum,94.3950,4.7728,77.0000,111.0000,34.0000
9,14,842,873.5,3rd-Ventricle,32.6615,13.0861,11.0000,68.0000,57.0000
10,15,2041,2129.0,4th-Ventricle,30.1886,11.5633,3.0000,65.0000,62.0000
11,16,19472,19471.1,Brain-Stem,80.1207,8.9494,27.0000,109.0000,82.0000
12,17,4505,4220.8,Left-Hippocampus,64.3101,8.0569,36.0000,100.0000,64.0000
13,18,1912,1845.3,Left-Amygdala,67.7484,6.9256,43.0000,89.0000,46.0000
14,24,1464,1418.0,CSF,44.9119,13.1377,12.0000,78.0000,66.0000
15,26,538,514.6,Left-Accumbens-area,71.6784,5.3163,46.0000,85.0000,39.0000
16,28,3901,3835.7,Left-VentralDC,88.6524,9.8609,40.0000,115.0000,75.0000
17,30,45,66.0,Left-vessel,62.8444,6.7486,49.0000,84.0000,35.0000
18,31,1371,1189.1,Left-choroid-plexus,49.3209,11.6660,20.0000,81.0000,61.0000
19,43,6360,6458.4,Right-Lateral-Ventricle,29.6222,14.0373,4.0000,83.0000,79.0000
20,44,412,434.0,Right-Inf-Lat-Vent,33.6553,11.9046,6.0000,71.0000,65.0000
21,46,13158,13550.7,Right-Cerebellum-White-Matter,83.1996,6.6818,36.0000,107.0000,71.0000
22,47,57248,57237.3,Right-Cerebellum-Cortex,60.9407,9.6252,25.0000,122.0000,97.0000
23,49,7193,6998.0,Right-Thalamus,82.6046,8.5054,42.0000,105.0000,63.0000
24,50,4106,4027.0,Right-Caudate,73.8945,7.3456,44.0000,96.0000,52.0000
25,51,5851,5599.0,Right-Putamen,79.6466,6.1061,60.0000,102.0000,42.0000
26,52,1968,1934.3,Right-Pallidum,93.5534,4.3597,73.0000,113.0000,40.0000
27,53,4647,4371.1,Right-Hippocampus,64.9529,7.7472,33.0000,91.0000,58.0000
28,54,1936,1871.4,Right-Amygdala,65.7500,7.2110,40.0000,89.0000,49.0000
29,58,659,608.5,Right-Accumbens-area,72.2124,5.4753,56.0000,91.0000,35.0000
30,60,4278,4128.6,Right-VentralDC,86.8209,10.2729,41.0000,115.0000,74.0000
31,62,55,75.3,Right-vessel,61.2909,5.9276,42.0000,75.0000,33.0000
32,63,1248,1065.2,Right-choroid-plexus,49.5873,12.0005,18.0000,82.0000,64.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1308,1171.1,WM-hypointensities,72.4327,10.3421,39.0000,97.0000,58.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,14,11.8,non-WM-hypointensities,63.7143,13.0232,37.0000,79.0000,42.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,163,158.4,Optic-Chiasm,77.6380,17.4093,40.0000,112.0000,72.0000
41,251,707,675.1,CC_Posterior,99.0368,11.3658,46.0000,115.0000,69.0000
42,252,450,401.6,CC_Mid_Posterior,88.5733,14.6663,44.0000,116.0000,72.0000
43,253,530,482.1,CC_Central,91.5962,15.8968,49.0000,117.0000,68.0000
44,254,474,412.9,CC_Mid_Anterior,94.8861,17.7025,41.0000,118.0000,77.0000
45,255,710,668.2,CC_Anterior,104.9310,13.4722,35.0000,128.0000,93.0000
