Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,3251,3579.0,Left-Lateral-Ventricle,32.1332,12.9580,9.0000,82.0000,73.0000
2,5,140,194.8,Left-Inf-Lat-Vent,45.5000,12.0750,15.0000,71.0000,56.0000
3,7,15499,16056.6,Left-Cerebellum-White-Matter,83.5475,6.0719,40.0000,106.0000,66.0000
4,8,62485,62647.6,Left-Cerebellum-Cortex,59.5705,9.6694,22.0000,105.0000,83.0000
5,10,8907,8604.8,Left-Thalamus,82.3354,8.6394,44.0000,104.0000,60.0000
6,11,4098,3984.8,Left-Caudate,72.3736,7.5261,43.0000,96.0000,53.0000
7,12,5963,5772.7,Left-Putamen,80.7087,5.9902,60.0000,102.0000,42.0000
8,13,2185,2162.3,Left-Pallidum,93.2151,4.5940,70.0000,109.0000,39.0000
9,14,931,952.5,3rd-Ventricle,38.8034,14.7311,8.0000,74.0000,66.0000
10,15,1587,1687.5,4th-Ventricle,29.8021,11.2945,7.0000,67.0000,60.0000
11,16,21754,21755.8,Brain-Stem,80.2107,8.4509,24.0000,122.0000,98.0000
12,17,4602,4361.6,Left-Hippocampus,66.6673,7.9722,36.0000,96.0000,60.0000
13,18,2124,2036.4,Left-Amygdala,69.1860,6.7884,40.0000,91.0000,51.0000
14,24,1192,1182.3,CSF,49.3758,11.7906,19.0000,79.0000,60.0000
15,26,671,655.9,Left-Accumbens-area,68.6587,5.5863,47.0000,83.0000,36.0000
16,28,4251,4164.5,Left-VentralDC,87.9915,9.7407,44.0000,121.0000,77.0000
17,30,40,52.3,Left-vessel,57.5500,8.3726,36.0000,77.0000,41.0000
18,31,1034,908.3,Left-choroid-plexus,50.6654,12.0635,17.0000,83.0000,66.0000
19,43,3464,3675.9,Right-Lateral-Ventricle,33.1441,13.7963,5.0000,74.0000,69.0000
20,44,74,108.4,Right-Inf-Lat-Vent,41.0135,11.5658,13.0000,68.0000,55.0000
21,46,15894,16391.3,Right-Cerebellum-White-Matter,82.2299,5.9873,40.0000,101.0000,61.0000
22,47,63993,64202.7,Right-Cerebellum-Cortex,60.5922,9.0310,12.0000,92.0000,80.0000
23,49,9189,8897.3,Right-Thalamus,82.2837,8.2519,42.0000,103.0000,61.0000
24,50,4268,4076.8,Right-Caudate,72.3107,7.8783,43.0000,97.0000,54.0000
25,51,6287,5981.3,Right-Putamen,79.3989,6.4296,59.0000,105.0000,46.0000
26,52,2167,2168.9,Right-Pallidum,92.3221,4.3692,76.0000,110.0000,34.0000
27,53,5076,4815.8,Right-Hippocampus,65.9541,7.6184,34.0000,96.0000,62.0000
28,54,2132,2092.5,Right-Amygdala,67.3382,7.1811,39.0000,94.0000,55.0000
29,58,817,771.5,Right-Accumbens-area,70.2338,6.5760,49.0000,92.0000,43.0000
30,60,4378,4241.0,Right-VentralDC,86.0514,10.0941,39.0000,119.0000,80.0000
31,62,49,65.3,Right-vessel,57.5102,6.3937,43.0000,67.0000,24.0000
32,63,1028,896.6,Right-choroid-plexus,52.5564,12.3878,17.0000,84.0000,67.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,1263,1127.1,WM-hypointensities,70.7617,11.9567,35.0000,101.0000,66.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,4,3.5,non-WM-hypointensities,59.2500,5.1235,54.0000,66.0000,12.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,48,48.2,Optic-Chiasm,72.7083,15.7750,48.0000,106.0000,58.0000
41,251,866,816.7,CC_Posterior,95.5531,11.0544,44.0000,112.0000,68.0000
42,252,478,433.3,CC_Mid_Posterior,91.3431,12.1035,40.0000,108.0000,68.0000
43,253,602,567.0,CC_Central,90.1860,13.2341,33.0000,110.0000,77.0000
44,254,639,560.5,CC_Mid_Anterior,91.1174,15.3615,16.0000,113.0000,97.0000
45,255,886,881.8,CC_Anterior,101.5587,11.2372,26.0000,145.0000,119.0000
