Index,SegId,NVoxels,Volume_mm3,StructName,normMean,normStdDev,normMin,normMax,normRange
1,4,4768,5134.3,Left-Lateral-Ventricle,28.9616,13.8325,0.0000,75.0000,75.0000
2,5,143,177.7,Left-Inf-Lat-Vent,47.1119,11.3925,24.0000,74.0000,50.0000
3,7,11811,12331.2,Left-Cerebellum-White-Matter,81.8687,7.7172,32.0000,108.0000,76.0000
4,8,48197,48074.9,Left-Cerebellum-Cortex,60.0866,9.8512,8.0000,95.0000,87.0000
5,10,8413,8155.4,Left-Thalamus,83.3781,8.7135,48.0000,107.0000,59.0000
6,11,4560,4476.4,Left-Caudate,75.7789,8.1088,43.0000,100.0000,57.0000
7,12,6092,5950.5,Left-Putamen,83.0640,6.3626,60.0000,104.0000,44.0000
8,13,2067,2067.2,Left-Pallidum,96.3730,4.5344,75.0000,121.0000,46.0000
9,14,702,763.9,3rd-Ventricle,39.1481,13.8830,6.0000,70.0000,64.0000
10,15,1735,1883.4,4th-Ventricle,27.5839,11.3234,3.0000,62.0000,59.0000
11,16,18640,18600.9,Brain-Stem,80.5151,9.4138,14.0000,109.0000,95.0000
12,17,4286,3986.6,Left-Hippocampus,64.3446,8.1341,32.0000,95.0000,63.0000
13,18,1640,1595.7,Left-Amygdala,67.8659,6.9222,41.0000,90.0000,49.0000
14,24,1134,1136.1,CSF,41.8880,12.8542,12.0000,76.0000,64.0000
15,26,764,765.7,Left-Accumbens-area,70.6937,5.7661,45.0000,86.0000,41.0000
16,28,3687,3571.6,Left-VentralDC,87.7993,9.7135,44.0000,114.0000,70.0000
17,30,34,65.9,Left-vessel,60.4118,5.9090,41.0000,72.0000,31.0000
18,31,1118,955.8,Left-choroid-plexus,50.0089,11.5335,20.0000,81.0000,61.0000
19,43,4169,4433.8,Right-Lateral-Ventricle,30.1192,14.4566,0.0000,78.0000,78.0000
20,44,134,162.8,Right-Inf-Lat-Vent,37.8507,12.6696,9.0000,67.0000,58.0000
21,46,13432,13950.7,Right-Cerebellum-White-Matter,83.8759,6.0693,41.0000,106.0000,65.0000
22,47,50733,50674.2,Right-Cerebellum-Cortex,61.4357,9.8191,20.0000,96.0000,76.0000
23,49,8493,8154.1,Right-Thalamus,82.9146,8.9328,44.0000,107.0000,63.0000
24,50,4635,4487.3,Right-Caudate,75.8380,8.3385,42.0000,97.0000,55.0000
25,51,6179,5912.5,Right-Putamen,82.5685,6.4844,60.0000,104.0000,44.0000
26,52,2150,2138.2,Right-Pallidum,96.4456,4.6078,76.0000,116.0000,40.0000
27,53,4493,4229.6,Right-Hippocampus,64.9052,7.9661,37.0000,93.0000,56.0000
28,54,1943,1874.7,Right-Amygdala,67.0407,6.7357,41.0000,86.0000,45.0000
29,58,912,899.0,Right-Accumbens-area,72.7643,5.8074,57.0000,98.0000,41.0000
30,60,3796,3605.8,Right-VentralDC,86.6367,10.5818,34.0000,114.0000,80.0000
31,62,16,28.9,Right-vessel,64.2500,3.0441,59.0000,71.0000,12.0000
32,63,1196,1074.5,Right-choroid-plexus,50.7793,11.7411,21.0000,83.0000,62.0000
33,72,0,0.0,5th-Ventricle,0.0000,0.0000,0.0000,0.0000,0.0000
34,77,814,666.6,WM-hypointensities,68.1585,11.7423,36.0000,98.0000,62.0000
35,78,0,0.0,Left-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
36,79,0,0.0,Right-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
37,80,14,11.5,non-WM-hypointensities,61.8571,8.3376,47.0000,75.0000,28.0000
38,81,0,0.0,Left-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
39,82,0,0.0,Right-non-WM-hypointensities,0.0000,0.0000,0.0000,0.0000,0.0000
40,85,102,101.5,Optic-Chiasm,75.3039,17.5289,29.0000,106.0000,77.0000
41,251,1030,1002.2,CC_Posterior,96.4592,9.9458,41.0000,112.0000,71.0000
42,252,689,639.6,CC_Mid_Posterior,93.0943,15.2553,17.0000,115.0000,98.0000
43,253,1037,953.1,CC_Central,92.4214,13.7413,37.0000,117.0000,80.0000
44,254,1032,944.3,CC_Mid_Anterior,92.3886,15.0037,21.0000,122.0000,101.0000
45,255,1128,1065.4,CC_Anterior,101.3732,16.4318,34.0000,142.0000,108.0000
